pair,time,type,ordertype,price,cost,fee,vol
XXRPZEUR,2021-06-20 00:28:20,buy,limit,0.62,49.6,0.07936,80
BCHEUR,2021-06-20 12:06:29,buy,limit,440,66,0.1056,0.15
MATICEUR,2021-06-20 12:06:50,buy,limit,1.1,75.9,0.12144,69
FILEUR,2021-06-21 04:21:36,buy,limit,50,70,0.112,1.4
ADAEUR,2021-06-21 06:45:15,buy,limit,1.1,73.7,0.11792,67
XLTCZEUR,2021-06-21 09:22:08,buy,limit,115,64.4,0.10304,0.56
DOTEUR,2021-06-21 11:29:11,buy,limit,14,63,0.1008,4.5
XXMRZEUR,2021-06-21 21:45:55,buy,limit,180,64.8,0.10368,0.36
XTZEUR,2021-06-21 22:59:55,buy,limit,2.1,50.4,0.08064,24
XXBTZEUR,2021-06-22 12:01:40,buy,limit,26000,78,0.1248,0.003
XTZEUR,2021-07-04 15:03:42,sell,limit,2.6,65,0.104,25
GRTEUR,2021-07-04 15:38:31,sell,limit,0.6,60,0.096,100
AAVEEUR,2021-07-06 03:59:34,sell,limit,270,67.5,0.108,0.25
SNXEUR,2021-07-06 05:19:28,sell,limit,10,60,0.096,6
SNXEUR,2021-07-08 22:29:14,buy,limit,8,50,0.08,6.25
SNXEUR,2021-07-09 16:22:34,sell,limit,10,60,0.096,6
AAVEEUR,2021-07-14 03:24:10,buy,limit,220,1.71864,0.00275,0.007812
AAVEEUR,2021-07-14 03:24:10,buy,limit,220,55.48136,0.08877,0.252188
SOLEUR,2021-07-15 16:20:46,buy,limit,24,60,0.096,2.5
SNXEUR,2021-07-15 23:46:59,buy,limit,8,56,0.0896,7
GRTEUR,2021-07-16 08:35:20,buy,limit,0.5,55,0.088,110
XTZEUR,2021-07-16 10:15:01,buy,limit,2.1,65.1,0.10416,31
MATICEUR,2021-07-20 01:14:38,buy,limit,0.6,60,0.096,100
XETHZEUR,2021-07-20 02:22:30,buy,limit,1500,75,0.12,0.05
SOLEUR,2021-07-20 09:31:18,buy,limit,19,57,0.0912,3
MATICEUR,2021-07-21 15:07:40,sell,limit,0.75,67.5,0.108,90
SOLEUR,2021-07-23 02:44:48,sell,limit,24,60,0.096,2.5
XETHZEUR,2021-07-24 15:25:06,sell,limit,1850,74,0.1184,0.04
XXBTZEUR,2021-07-26 01:00:49,sell,limit,31500,78.75,0.126,0.0025
XTZEUR,2021-07-26 02:40:06,sell,limit,2.6,78,0.1248,30
AAVEEUR,2021-07-26 04:45:33,sell,limit,270,67.5,0.108,0.25
MATICEUR,2021-07-26 19:22:35,sell,limit,0.95,50.35,0.08056,53
SOLEUR,2021-07-31 11:04:38,sell,limit,29,58,0.0928,2
GRTEUR,2021-08-01 11:27:07,sell,limit,0.6,29.3349861,0.046936,48.89164358
GRTEUR,2021-08-01 11:27:07,sell,limit,0.6,30.6650139,0.049064,51.10835642
XETHZEUR,2021-08-01 20:07:37,sell,limit,2250,85.5,0.1368,0.038
XXMRZEUR,2021-08-06 10:17:16,sell,limit,220,72.6,0.11616,0.33
UNIEUR,2021-08-06 16:12:02,sell,limit,22,66,0.1056,3
DOTEUR,2021-08-07 04:10:34,sell,limit,18,72,0.1152,4
AAVEEUR,2021-08-07 09:55:53,sell,limit,330,72.6,0.11616,0.22
XXBTZEUR,2021-08-09 11:52:22,sell,limit,39000,97.5,0.156,0.0025
XLTCZEUR,2021-08-09 20:09:43,sell,limit,145,65.25,0.1044,0.45
ADAEUR,2021-08-10 11:23:45,sell,limit,1.35,81,0.1296,60
SOLEUR,2021-08-10 12:10:19,sell,limit,35,52.5,0.084,1.5
XXRPZEUR,2021-08-11 02:14:41,sell,limit,0.75,63.75,0.102,85
ATOMEUR,2021-08-11 04:13:31,sell,limit,12.6,78.12,0.124992,6.2
TRXEUR,2021-08-11 08:49:58,sell,limit,0.07,70,0.112,1000
FILEUR,2021-08-11 13:33:37,sell,limit,62,86.8,0.13888,1.4
GRTEUR,2021-08-11 14:25:23,sell,limit,0.75,67.875,0.1086,90.5
BCHEUR,2021-08-11 14:41:41,sell,limit,530,74.2,0.11872,0.14
MATICEUR,2021-08-11 17:52:21,sell,limit,1.2,23.942327,0.038308,19.9519393
MATICEUR,2021-08-11 17:52:21,sell,limit,1.2,42.057673,0.067292,35.0480607
LINKEUR,2021-08-11 17:56:12,sell,limit,23,69,0.1104,3
ADAEUR,2021-08-13 03:32:43,sell,limit,1.7,74.8,0.11968,44
SNXEUR,2021-08-13 08:39:40,sell,limit,10,60,0.096,6
XETHZEUR,2021-08-13 23:17:14,sell,limit,2800,51.85858,0.08297,0.01852092
XETHZEUR,2021-08-13 23:17:14,sell,limit,2800,43.34142,0.06935,0.01547908
XXRPZEUR,2021-08-14 06:06:13,sell,limit,0.95,85.5,0.1368,90
XXLMZEUR,2021-08-14 07:57:21,sell,limit,0.32,80,0.128,250
XETCZEUR,2021-08-15 01:04:03,sell,limit,62,62,0.0992,1
XTZEUR,2021-08-16 00:09:28,sell,limit,3.2,76.8,0.12288,24
DOTEUR,2021-08-17 02:04:45,sell,limit,22.5,69.75,0.1116,3.1
ATOMEUR,2021-08-18 23:28:32,sell,limit,15.2,71.44,0.114304,4.7
ADAEUR,2021-08-19 20:00:07,sell,limit,2.05,71.75,0.1148,35
DASHEUR,2021-08-20 10:30:56,sell,limit,200,75,0.12,0.375
SNXEUR,2021-08-21 07:12:42,sell,limit,12,66.3,0.10608,5.525
ALGOEUR,2021-08-21 10:39:41,sell,limit,1,87.5,0.14,87.5
ATOMEUR,2021-08-21 14:03:18,sell,limit,20,60,0.096,3
ATOMEUR,2021-08-22 20:28:25,buy,limit,18,64.8,0.10368,3.6
ADAEUR,2021-08-23 01:22:22,sell,limit,2.41,60.25,0.0964,25
XXMRZEUR,2021-08-23 04:12:12,sell,limit,270,75.6,0.12096,0.28
DASHEUR,2021-08-23 11:08:20,sell,limit,240,72,0.1152,0.3
SCEUR,2021-08-24 07:13:03,sell,limit,0.02,55,0.088,2750
XTZEUR,2021-08-25 13:47:39,sell,limit,3.9,66.3,0.10608,17
SNXEUR,2021-08-26 05:27:33,buy,limit,10,66,0.1056,6.6
DASHEUR,2021-08-27 04:15:26,buy,limit,190,72.2,0.11552,0.38
XETCZEUR,2021-08-27 04:35:18,buy,limit,50,60,0.096,1.2
XTZEUR,2021-08-28 21:33:37,sell,limit,4.7,61.1,0.09776,13
ATOMEUR,2021-08-31 08:27:30,sell,limit,21.6,69.12,0.110592,3.2
DOTEUR,2021-09-01 21:25:38,sell,limit,28,70,0.112,2.5
XETHZEUR,2021-09-03 10:43:28,sell,limit,3350,90.45,0.14472,0.027
SOLEUR,2021-09-04 07:05:27,sell,limit,125,55,0.088,0.44
FILEUR,2021-09-04 16:16:40,sell,limit,75,75,0.12,1
XLTCZEUR,2021-09-05 13:23:31,sell,limit,190,66.5,0.1064,0.35
XETCZEUR,2021-09-05 15:11:08,sell,limit,61,66.795,0.106872,1.095
FILEUR,2021-09-05 18:24:20,sell,limit,100,70,0.112,0.7
LINKEUR,2021-09-05 21:09:21,sell,limit,28,81.2,0.12992,2.9
BCHEUR,2021-09-06 06:33:02,sell,limit,650,84.5,0.1352,0.13
TRXEUR,2021-09-06 10:43:51,sell,limit,0.09,67.5,0.108,750
ALGOEUR,2021-09-06 15:01:21,sell,limit,1.2,54,0.0864,45
SNXEUR,2021-09-07 01:22:36,sell,limit,12,72,0.1152,6
FILEUR,2021-09-07 14:24:35,buy,limit,80,75,0.12,0.9375
SNXEUR,2021-09-07 14:29:21,buy,limit,10,70,0.112,7
ATOMEUR,2021-09-07 14:48:38,buy,limit,18,72,0.1152,4
XTZEUR,2021-09-07 14:59:04,buy,limit,3.9,74.1,0.11856,19
XETCZEUR,2021-09-07 14:59:25,buy,limit,50,60,0.096,1.2
ADAEUR,2021-09-07 14:59:29,buy,limit,2,70,0.112,35
ALGOEUR,2021-09-07 14:59:59,buy,limit,1,60,0.096,60
XXMRZEUR,2021-09-07 15:00:52,buy,limit,220,68.2,0.10912,0.31
TRXEUR,2021-09-07 15:07:18,buy,limit,0.07,59.5,0.0952,850
DOTEUR,2021-09-07 15:07:35,buy,limit,22,70.4,0.11264,3.2
MATICEUR,2021-09-07 15:07:46,buy,limit,1,70,0.112,70
XXLMZEUR,2021-09-07 15:07:52,buy,limit,0.24,70.08,0.112128,292
XETHZEUR,2021-09-07 15:08:05,buy,limit,2750,79.75,0.1276,0.029
XLTCZEUR,2021-09-07 15:08:39,buy,limit,150,67.5,0.108,0.45
LINKEUR,2021-09-07 15:08:48,buy,limit,22,66,0.1056,3
GRTEUR,2021-09-07 15:08:54,buy,limit,0.6,57,0.0912,95
AAVEEUR,2021-09-07 15:09:08,buy,limit,270,75.6,0.12096,0.28
XDGEUR,2021-09-07 15:09:12,buy,limit,0.19,51.3,0.08208,270
UNIEUR,2021-09-07 15:09:47,buy,limit,18,59.4,0.09504,3.3
BCHEUR,2021-09-07 15:09:50,buy,limit,500,75,0.12,0.15
XXRPZEUR,2021-09-07 15:09:54,buy,limit,0.8,70,0.112,87.5
ALGOEUR,2021-09-08 04:19:04,sell,limit,1.2,60,0.096,50
SCEUR,2021-09-08 06:47:27,buy,limit,0.015,55.05,0.08808,3670
SOLEUR,2021-09-08 18:36:21,sell,limit,155,52.7,0.08432,0.34
MATICEUR,2021-09-09 05:10:17,sell,limit,1.2,72,0.1152,60
GRTEUR,2021-09-09 08:34:27,sell,limit,0.75,60,0.096,80
ATOMEUR,2021-09-09 14:21:42,sell,limit,22,70.4,0.11264,3.2
XTZEUR,2021-09-09 17:24:42,sell,limit,4.7,70.5,0.1128,15
ALGOEUR,2021-09-09 19:07:18,sell,limit,2.1,52.5,0.084,25
DOTEUR,2021-09-10 00:25:12,sell,limit,27,70.2,0.11232,2.6
XXRPZEUR,2021-09-10 01:24:19,sell,limit,1,75,0.12,75
XXLMZEUR,2021-09-10 01:32:33,sell,limit,0.3,81.3,0.13008,271
ALGOEUR,2021-09-10 14:05:33,buy,limit,1.65,66,0.1056,40
XTZEUR,2021-09-10 19:18:03,sell,limit,5.65,62.15,0.09944,11
TRXEUR,2021-09-12 04:41:38,sell,limit,0.085,63.75,0.102,750
ALGOEUR,2021-09-12 16:04:53,sell,limit,2.05,61.5,0.0984,30
ATOMEUR,2021-09-12 21:48:59,sell,limit,28,56,0.0896,2
XLTCZEUR,2021-09-13 13:38:40,sell,limit,185,74,0.1184,0.4
SOLEUR,2021-09-14 21:11:12,buy,limit,125,70,0.112,0.56
AAVEEUR,2021-09-14 22:22:43,sell,limit,330,72.6,0.11616,0.22
UNIEUR,2021-09-15 17:23:42,sell,limit,22,66,0.1056,3
SNXEUR,2021-09-15 17:31:05,sell,limit,12,60,0.096,5
ALGOEUR,2021-09-16 00:11:04,buy,limit,1.65,70.95,0.11352,43
LINKEUR,2021-09-16 02:17:05,sell,limit,27,70.2,0.11232,2.6
SNXEUR,2021-09-20 03:02:20,buy,limit,10,65,0.104,6.5
XLTCZEUR,2021-09-20 03:03:41,buy,limit,140,67.2,0.10752,0.48
AAVEEUR,2021-09-20 07:34:17,buy,limit,270,75.6,0.12096,0.28
DASHEUR,2021-09-20 07:55:54,buy,limit,150,52.5,0.084,0.35
LINKEUR,2021-09-20 11:08:22,buy,limit,21,67.2,0.10752,3.2
XXRPZEUR,2021-09-20 11:08:33,buy,limit,0.8,65,0.104,81.25
MATICEUR,2021-09-20 11:08:34,buy,limit,1,70,0.112,70
XXLMZEUR,2021-09-20 11:29:25,buy,limit,0.24,69.84,0.111744,291
GRTEUR,2021-09-20 11:42:25,buy,limit,0.6,60,0.096,100
UNIEUR,2021-09-20 12:27:15,buy,limit,18,63,0.1008,3.5
XTZEUR,2021-09-20 12:27:27,buy,limit,4.5,70.2,0.11232,15.6
EOSEUR,2021-09-20 12:38:35,buy,limit,3.5,52.5,0.084,15
XETCZEUR,2021-09-21 00:21:59,buy,limit,40,56,0.0896,1.4
FILEUR,2021-09-21 21:06:46,buy,limit,60,30.65929,0.04905,0.51098814
FILEUR,2021-09-21 21:06:46,buy,limit,60,44.34071,0.07095,0.73901186
ATOMEUR,2021-09-21 21:18:38,buy,limit,25,50,0.08,2
SOLEUR,2021-09-21 21:18:47,buy,limit,100,70,0.112,0.7
SNXEUR,2021-09-21 21:19:09,buy,limit,8,65,0.104,8.125
SOLEUR,2021-09-22 15:31:15,sell,limit,120,72,0.1152,0.6
ATOMEUR,2021-09-22 15:43:32,sell,limit,30,60,0.096,2
SNXEUR,2021-09-23 15:17:25,sell,limit,9.8,69.825,0.11172,7.125
XTZEUR,2021-09-23 15:45:50,sell,limit,5.5,60.5,0.0968,11
SOLEUR,2021-09-26 02:26:07,buy,limit,110,50.6,0.08096,0.46
FILEUR,2021-09-26 07:38:39,buy,limit,45,67.5,0.108,1.5
SNXEUR,2021-09-26 07:46:48,buy,limit,8,70,0.112,8.75
UNIEUR,2021-09-27 01:13:32,sell,limit,22,71.5,0.1144,3.25
ADAEUR,2021-09-28 14:17:37,buy,limit,1.8,50.4,0.08064,28
XTZEUR,2021-09-28 16:00:10,buy,limit,5,50,0.08,10
MATICEUR,2021-09-28 17:04:37,buy,limit,0.9,50.04,0.080064,55.6
FILEUR,2021-10-01 10:41:36,sell,limit,55,71.5,0.1144,1.3
SOLEUR,2021-10-01 15:17:46,sell,limit,135,67.5,0.108,0.5
XTZEUR,2021-10-02 07:53:52,sell,limit,6.2,62,0.0992,10
MATICEUR,2021-10-02 18:42:06,sell,limit,1.15,69,0.1104,60
SNXEUR,2021-10-02 22:24:43,sell,limit,9.8,78.4,0.12544,8
XTZEUR,2021-10-03 09:14:43,sell,limit,7.4,59.2,0.09472,8
MATICEUR,2021-10-04 08:53:02,buy,limit,1.097105,49.369724,0.128362,45
SCEUR,2021-10-06 00:05:30,sell,limit,0.019,61.18,0.097888,3220
XXBTZEUR,2021-10-06 13:12:04,sell,limit,47000,89.3,0.14288,0.0019
XXLMZEUR,2021-10-06 22:52:41,sell,limit,0.3,75.3,0.12048,251
FILEUR,2021-10-08 11:46:29,sell,limit,66,72.6,0.11616,1.1
XETCZEUR,2021-10-09 11:39:20,sell,limit,49,68.59999951,0.10976,1.39999999
XETCZEUR,2021-10-09 11:39:20,sell,limit,49,0.00000049,0,0.00000001
XXRPZEUR,2021-10-09 15:39:41,sell,limit,1,75,0.12,75
ATOMEUR,2021-10-10 21:04:24,buy,limit,28,50.4,0.08064,1.8
XTZEUR,2021-10-10 23:42:58,buy,limit,6,66,0.1056,11
SNXEUR,2021-10-12 09:55:58,buy,limit,8,70,0.112,8.75
SCEUR,2021-10-12 09:56:15,buy,limit,0.015,60,0.096,4000
FILEUR,2021-10-13 05:59:35,buy,limit,54,70.2,0.11232,1.3
DOTEUR,2021-10-13 17:37:59,sell,limit,33,72.6,0.11616,2.2
MATICEUR,2021-10-15 08:19:06,sell,limit,1.4,70,0.112,50
XETHZEUR,2021-10-15 20:26:11,sell,limit,3350,83.75,0.134,0.025
GRTEUR,2021-10-16 05:36:34,sell,limit,0.74,69.56,0.111296,94
XTZEUR,2021-10-17 20:21:59,buy,limit,5.5,55,0.088,10
XXBTZEUR,2021-10-20 13:45:04,sell,limit,56500,84.75,0.1356,0.0015
XLTCZEUR,2021-10-20 14:09:10,sell,limit,170,68,0.1088,0.4
SOLEUR,2021-10-21 08:47:12,sell,limit,165,57.75,0.0924,0.35
LINKEUR,2021-10-23 08:03:29,sell,limit,26,75.4,0.12064,2.9
DASHEUR,2021-10-24 04:37:32,sell,limit,180,65.7,0.10512,0.365
EOSEUR,2021-10-24 09:08:56,sell,limit,4.3,68.8,0.11008,16
LINKEUR,2021-10-24 20:04:43,buy,limit,25.24297,55.282104,0.143733,2.19
XDGEUR,2021-10-24 23:36:25,sell,limit,0.24,60,0.096,250
ATOMEUR,2021-10-26 12:16:56,sell,limit,33.6,58.799817,0.09408,1.74999455
ATOMEUR,2021-10-26 12:16:56,sell,limit,33.6,0.000183,0,0.00000545
GRTEUR,2021-10-26 15:35:29,sell,limit,1,55,0.088,55
AAVEEUR,2021-10-27 06:00:21,sell,limit,330,79.2,0.12672,0.24
GRTEUR,2021-10-27 08:08:33,buy,limit,0.8,60,0.096,75
XLTCZEUR,2021-10-27 08:08:39,buy,limit,155,58.9,0.09424,0.38
XETCZEUR,2021-10-27 08:09:26,buy,limit,40,68,0.1088,1.7
XTZEUR,2021-10-27 08:09:34,buy,limit,5,70,0.112,14
EOSEUR,2021-10-27 08:09:41,buy,limit,3.4,64.6,0.10336,19
ADAEUR,2021-10-27 08:09:55,buy,limit,1.6,70,0.112,43.75
AAVEEUR,2021-10-27 09:30:57,sell,limit,400,64,0.1024,0.16
AAVEEUR,2021-10-27 14:12:43,buy,limit,300,60,0.096,0.2
BATEUR,2021-10-28 00:49:55,buy,limit,0.55,64.35,0.10296,117
MATICEUR,2021-10-28 13:11:31,sell,limit,1.7,69.02,0.110432,40.6
XXBTZEUR,2021-10-28 18:39:30,buy,limit,50000,70,0.112,0.0014
BATEUR,2021-10-29 05:11:14,sell,limit,0.66,66,0.1056,100
BATEUR,2021-10-30 12:56:57,sell,limit,0.85,76.5,0.1224,90
XETCZEUR,2021-10-31 02:32:48,sell,limit,49,63.7,0.10192,1.3
EOSEUR,2021-10-31 02:35:59,sell,limit,4.1,69.7,0.11152,17
AAVEEUR,2021-10-31 08:29:07,buy,limit,270,70.2,0.11232,0.26
SCEUR,2021-10-31 13:01:57,sell,limit,0.019,70.3,0.11248,3700
DOTEUR,2021-11-01 13:37:32,sell,limit,40,80,0.128,2
XETHZEUR,2021-11-03 00:59:32,sell,limit,4000,90,0.144,0.0225
SOLEUR,2021-11-03 03:42:30,sell,limit,200,60,0.096,0.3
SNXEUR,2021-11-03 07:04:13,sell,limit,9.8,78.4,0.12544,8
GRTEUR,2021-11-05 11:57:42,sell,limit,1,65,0.104,65
ATOMEUR,2021-11-06 11:06:21,buy,limit,30,60,0.096,2
XLTCZEUR,2021-11-08 15:39:45,sell,limit,190,60.8057,0.09729,0.32003
ADAEUR,2021-11-09 11:14:05,sell,limit,2,75.5,0.1208,37.75
BCHEUR,2021-11-09 13:07:29,sell,limit,600,66,0.1056,0.11
XLTCZEUR,2021-11-10 07:12:48,sell,limit,235,68.15,0.10904,0.29
LINKEUR,2021-11-10 14:06:17,sell,limit,32,70.08,0.112128,2.19
XXLMZEUR,2021-11-10 16:31:35,sell,limit,0.38,76,0.1216,200
MATICEUR,2021-11-10 20:50:28,buy,limit,1.5,60,0.096,40
ATOMEUR,2021-11-10 21:21:02,buy,limit,27.6,17.846179,0.028554,0.64660069
ATOMEUR,2021-11-10 21:21:07,buy,limit,27.6,53.913821,0.086262,1.95339931
SNXEUR,2021-11-10 21:24:10,buy,limit,8,68.8,0.11008,8.6
ALGOEUR,2021-11-12 05:36:11,sell,limit,2,6.526343,0.010442,3.26317174
ALGOEUR,2021-11-12 05:36:24,sell,limit,2,63.473657,0.101558,31.73682826
ALGOEUR,2021-11-13 08:39:21,buy,limit,1.8,50.4,0.08064,28
TRXEUR,2021-11-15 06:53:48,sell,limit,0.11,71.5,0.1144,650
ALGOEUR,2021-11-16 00:12:06,buy,limit,1.6,68.8,0.11008,43
LINKEUR,2021-11-16 01:05:59,buy,limit,26,67.6,0.10816,2.6
MATICEUR,2021-11-16 10:05:43,buy,limit,1.35,70.2,0.11232,52
XXLMZEUR,2021-11-16 10:09:28,buy,limit,0.3,70.2,0.11232,234
GRTEUR,2021-11-16 10:09:29,buy,limit,0.8,72.8,0.11648,91
ADAEUR,2021-11-16 10:09:49,buy,limit,1.6,73.6,0.11776,46
XLTCZEUR,2021-11-17 03:17:24,buy,limit,195,66.3,0.10608,0.34
ALGOEUR,2021-11-18 04:26:37,sell,limit,1.95,68.25,0.1092,35
FILEUR,2021-11-18 13:29:32,buy,limit,44,66,0.1056,1.5
SOLEUR,2021-11-18 13:31:31,buy,limit,180,54,0.0864,0.3
ALGOEUR,2021-11-18 14:37:23,buy,limit,1.6,75.2,0.12032,47
XETHZEUR,2021-11-18 15:23:13,buy,limit,3600,61.2,0.09792,0.017
TRXEUR,2021-11-18 15:25:39,buy,limit,0.09,67.5,0.108,750
UNIEUR,2021-11-18 16:03:57,buy,limit,18,68.4,0.10944,3.8
ATOMEUR,2021-11-18 17:00:32,buy,limit,23,50.6,0.08096,2.2
BCHEUR,2021-11-18 17:11:28,buy,limit,480,67.2,0.10752,0.14
ATOMEUR,2021-11-21 20:39:42,sell,limit,28,56,0.0896,2
XTZEUR,2021-11-22 02:21:47,buy,limit,4.5,54,0.0864,12
SNXEUR,2021-11-23 09:38:03,buy,limit,7,50.4,0.08064,7.2
XDGEUR,2021-11-24 14:23:04,buy,limit,0.19,59.85,0.09576,315
BATEUR,2021-11-25 09:55:35,sell,limit,1.2,50.4,0.08064,42
MATICEUR,2021-11-25 14:58:32,sell,limit,1.65,66,0.1056,40
ADAEUR,2021-11-26 07:34:25,buy,limit,1.45,50.75,0.0812,35
DOTEUR,2021-11-26 08:17:40,buy,limit,32,70.08,0.11213,2.19
ATOMEUR,2021-11-26 08:20:47,buy,limit,24,48,0.0768,2
MATICEUR,2021-11-26 08:20:51,buy,limit,1.5,54,0.0864,36
AAVEEUR,2021-11-26 08:21:01,buy,limit,210,63.34013,0.10134,0.30161969
AAVEEUR,2021-11-26 08:21:01,buy,limit,210,3.85987,0.00618,0.01838031
XLTCZEUR,2021-11-26 08:21:19,buy,limit,175,57.75,0.0924,0.33
XETCZEUR,2021-11-26 08:27:12,buy,limit,40,21.0487328,0.03367797,0.52621832
XETCZEUR,2021-11-26 08:27:12,buy,limit,40,48.9512672,0.07832203,1.22378168
XTZEUR,2021-11-26 12:14:14,buy,limit,4,70,0.112,17.5
DASHEUR,2021-11-26 12:14:16,buy,limit,160,51.2,0.08192,0.32
XXRPZEUR,2021-11-28 02:39:00,buy,limit,0.8,72,0.1152,90
ADAEUR,2021-11-28 18:25:36,buy,limit,1.28,69.12,0.110592,54
EOSEUR,2021-11-28 18:37:08,buy,limit,3.3,69.3,0.11088,21
MATICEUR,2021-11-28 18:43:10,buy,limit,1.33,69.16,0.110656,52
XTZEUR,2021-11-29 20:26:42,sell,limit,4.8,76.8,0.12288,16
MATICEUR,2021-11-29 22:49:31,sell,limit,1.6,76.8,0.12288,48
ADAEUR,2021-12-02 18:53:36,sell,limit,1.55,77.5,0.124,50
MATICEUR,2021-12-03 00:08:53,sell,limit,1.94,71.78,0.114848,37
ATOMEUR,2021-12-03 15:20:08,sell,limit,29,58,0.0928,2
DASHEUR,2021-12-03 20:19:20,buy,limit,145,69.6,0.11136,0.48
LINKEUR,2021-12-04 00:46:12,buy,limit,20.2,72.72,0.116352,3.6
BATEUR,2021-12-04 00:46:14,buy,limit,1.1,50.6,0.08096,46
GRTEUR,2021-12-04 01:01:31,buy,limit,0.72,50.4,0.08064,70
SOLEUR,2021-12-04 03:56:53,buy,limit,176,52.8,0.08448,0.3
XTZEUR,2021-12-04 04:43:51,buy,limit,3.9,74.1,0.11856,19
XLTCZEUR,2021-12-04 04:53:30,buy,limit,155,69.75,0.1116,0.45
BATEUR,2021-12-04 04:54:03,buy,limit,1,65,0.104,65
SNXEUR,2021-12-04 04:54:20,buy,limit,5.6,64.96,0.10394,11.6
XXBTZEUR,2021-12-04 04:55:02,buy,limit,45000,76.5,0.1224,0.0017
GRTEUR,2021-12-04 04:55:35,buy,limit,0.64,69.76,0.111616,109
FILEUR,2021-12-04 04:55:39,buy,limit,35,70,0.112,2
ADAEUR,2021-12-04 05:03:00,buy,limit,1.25,68.75,0.11,55
XDGEUR,2021-12-04 05:03:38,buy,limit,0.15,55.35,0.08856,369
ATOMEUR,2021-12-04 05:04:22,buy,limit,23.5,70.5,0.1128,3
AAVEEUR,2021-12-04 05:04:45,buy,limit,170,69.7,0.11152,0.41
DOTEUR,2021-12-04 05:04:45,buy,limit,25.5,69.105,0.11057,2.71
EOSEUR,2021-12-04 05:04:49,buy,limit,2.7,67.5,0.108,25
SCEUR,2021-12-04 05:21:37,buy,limit,0.015,67.5,0.108,4500
BCHEUR,2021-12-04 05:21:53,buy,limit,400,68,0.1088,0.17
XETCZEUR,2021-12-04 05:21:54,buy,limit,32,70.4,0.11264,2.2
MATICEUR,2021-12-04 05:22:13,buy,limit,1.55,71.3,0.11408,46
UNIEUR,2021-12-04 05:22:26,buy,limit,14,63,0.1008,4.5
XXMRZEUR,2021-12-04 05:23:06,buy,limit,170,71.4,0.11424,0.42
XXLMZEUR,2021-12-04 05:23:21,buy,limit,0.24,69.6,0.11136,290
SOLEUR,2021-12-04 05:24:25,buy,limit,160,73.6,0.11776,0.46
XXRPZEUR,2021-12-04 05:25:16,buy,limit,0.62,65.1,0.10416,105
XTZEUR,2021-12-04 05:25:18,buy,limit,3.2,70.4,0.11264,22
TRXEUR,2021-12-04 05:25:24,buy,limit,0.07,63,0.1008,900
SHIBEUR,2021-12-04 05:25:40,buy,limit,0.00003,60,0.096,2000000
ALGOEUR,2021-12-04 05:25:47,buy,limit,1.25,65,0.104,52
XETHZEUR,2021-12-04 05:27:42,buy,limit,3200,80,0.128,0.025
ALGOEUR,2021-12-04 20:34:12,sell,limit,1.5,34.5,0.0552,23
ALGOEUR,2021-12-04 20:34:12,sell,limit,1.5,34.5,0.0552,23
XXRPZEUR,2021-12-04 20:34:25,sell,limit,0.75,71.25,0.114,95
MATICEUR,2021-12-05 10:08:36,sell,limit,1.85,70.3,0.11248,38
LINKEUR,2021-12-06 07:27:14,buy,limit,16,70.4,0.11264,4.4
XETHZEUR,2021-12-06 21:49:02,sell,limit,3850,75.075,0.12012,0.0195
BATEUR,2021-12-06 22:16:49,sell,limit,1.2,72,0.1152,60
MATICEUR,2021-12-07 14:41:41,sell,limit,2.2,74.8,0.11968,34
XTZEUR,2021-12-07 17:11:29,sell,limit,3.95,71.1,0.11376,18
XTZEUR,2021-12-07 20:55:26,sell,limit,4.8,76.8,0.12288,16
LINKEUR,2021-12-08 01:06:08,sell,limit,19.5,78,0.1248,4
EOSEUR,2021-12-08 07:18:42,sell,limit,3.25,78,0.1248,24
BATEUR,2021-12-10 07:00:45,buy,limit,1,70,0.112,70
XTZEUR,2021-12-10 16:19:36,buy,limit,3.9,70.2,0.11232,18
XETHZEUR,2021-12-10 23:52:35,buy,limit,3450,69,0.1104,0.02
MATICEUR,2021-12-11 00:13:33,buy,limit,1.8,70.2,0.11232,39
EOSEUR,2021-12-11 00:18:21,buy,limit,2.65,68.9,0.11024,26
SNXEUR,2021-12-13 15:13:31,buy,limit,4.5,54,0.0864,12
ALGOEUR,2021-12-13 19:25:33,buy,limit,1.2,70.8,0.11328,59
ATOMEUR,2021-12-13 19:25:48,buy,limit,19,58.9,0.09424,3.1
LINKEUR,2021-12-13 19:31:52,buy,limit,15.5,69.75,0.1116,4.5
XDGEUR,2021-12-14 11:45:07,sell,limit,0.18,63,0.1008,350
XXBTZEUR,2021-12-17 14:56:59,buy,limit,40500,50.22,0.08035,0.00124
MATICEUR,2021-12-22 01:24:44,sell,limit,2.17,80.29,0.128464,37
ATOMEUR,2021-12-22 14:19:43,sell,limit,23,66.7,0.10672,2.9
AAVEEUR,2021-12-23 11:09:15,sell,limit,205,75.85,0.12136,0.37
SNXEUR,2021-12-23 18:00:48,sell,limit,5.4,64.8,0.10368,12
LINKEUR,2021-12-23 18:01:47,sell,limit,19,76,0.1216,4
BATEUR,2021-12-24 00:24:06,sell,limit,1.2,75,0.12,62.5
ALGOEUR,2021-12-24 16:40:59,sell,limit,1.45,72.5,0.116,50
ATOMEUR,2021-12-26 14:05:19,sell,limit,28,70,0.112,2.5
UNIEUR,2021-12-27 03:07:33,sell,limit,17,70.55,0.11288,4.15
